	filename	positive_pair	negative_pair	scene_label
716	vocal_imitations/00791_042Human sounds_Hands_Finger snapping.wav	sound_recordings/043_042Human sounds_Hands_Finger snapping.wav	sound_recordings/327_025-camera_capturing-everyday.wav	042H
717	vocal_imitations/00792_042Human sounds_Hands_Finger snapping.wav	sound_recordings/043_042Human sounds_Hands_Finger snapping.wav	sound_recordings/192_191Sounds of things_Domestic sounds_home sounds_Toothbrush_Electric toothbrush.wav	042H
718	vocal_imitations/00793_042Human sounds_Hands_Finger snapping.wav	sound_recordings/043_042Human sounds_Hands_Finger snapping.wav	sound_recordings/038_037Human sounds_Digestive_Fart.wav	042H
719	vocal_imitations/00794_042Human sounds_Hands_Finger snapping.wav	sound_recordings/043_042Human sounds_Hands_Finger snapping.wav	sound_recordings/254_253Sounds of things_Vehicle_Boat_Water vehicle_Sailboat_sailing ship.wav	042H
720	vocal_imitations/00795_042Human sounds_Hands_Finger snapping.wav	sound_recordings/043_042Human sounds_Hands_Finger snapping.wav	sound_recordings/369_067-electrical_interferences-commercial_synthesizers.wav	042H
721	vocal_imitations/00796_042Human sounds_Hands_Finger snapping.wav	sound_recordings/043_042Human sounds_Hands_Finger snapping.wav	sound_recordings/290_289Source_ambiguous sounds_Generic impact sounds_Knock.wav	042H
722	vocal_imitations/00797_042Human sounds_Hands_Finger snapping.wav	sound_recordings/043_042Human sounds_Hands_Finger snapping.wav	sound_recordings/289_288Source_ambiguous sounds_Generic impact sounds_Flap.wav	042H
723	vocal_imitations/00798_042Human sounds_Hands_Finger snapping.wav	sound_recordings/043_042Human sounds_Hands_Finger snapping.wav	sound_recordings/157_156Sounds of things_Alarm_Siren_Ambulance (siren).wav	042H
724	vocal_imitations/00799_043Human sounds_Heart sounds_heartbeat.wav	sound_recordings/044_043Human sounds_Heart sounds_heartbeat.wav	sound_recordings/453_151-slow_warm_swells-commercial_synthesizers.wav	043H
725	vocal_imitations/00800_043Human sounds_Heart sounds_heartbeat.wav	sound_recordings/044_043Human sounds_Heart sounds_heartbeat.wav	sound_recordings/446_144-sandpaper_rubbing-everyday.wav	043H
726	vocal_imitations/00801_043Human sounds_Heart sounds_heartbeat.wav	sound_recordings/044_043Human sounds_Heart sounds_heartbeat.wav	sound_recordings/384_082-guiro-acoustic_instruments.wav	043H
727	vocal_imitations/00802_043Human sounds_Heart sounds_heartbeat.wav	sound_recordings/044_043Human sounds_Heart sounds_heartbeat.wav	sound_recordings/299_298Source_ambiguous sounds_Surface contact_Roll.wav	043H
728	vocal_imitations/00803_043Human sounds_Heart sounds_heartbeat.wav	sound_recordings/044_043Human sounds_Heart sounds_heartbeat.wav	sound_recordings/101_100Music_Musical instrument_Orchestra.wav	043H
729	vocal_imitations/00804_043Human sounds_Heart sounds_heartbeat.wav	sound_recordings/044_043Human sounds_Heart sounds_heartbeat.wav	sound_recordings/266_265Sounds of things_Vehicle_Motor vehicle (road)_Motorcycle.wav	043H
730	vocal_imitations/00805_043Human sounds_Heart sounds_heartbeat.wav	sound_recordings/044_043Human sounds_Heart sounds_heartbeat.wav	sound_recordings/342_040-clarinet-acoustic_instruments.wav	043H
731	vocal_imitations/00806_043Human sounds_Heart sounds_heartbeat.wav	sound_recordings/044_043Human sounds_Heart sounds_heartbeat.wav	sound_recordings/412_110-motorcycle_driving_away-everyday.wav	043H
732	vocal_imitations/00807_043Human sounds_Heart sounds_heartbeat.wav	sound_recordings/044_043Human sounds_Heart sounds_heartbeat.wav	sound_recordings/095_094Music_Musical instrument_Keyboard (musical)_Organ_Electronic organ.wav	043H
733	vocal_imitations/00808_043Human sounds_Heart sounds_heartbeat.wav	sound_recordings/044_043Human sounds_Heart sounds_heartbeat.wav	sound_recordings/535_233-windgong-acoustic_instruments.wav	043H
734	vocal_imitations/00809_043Human sounds_Heart sounds_heartbeat.wav	sound_recordings/044_043Human sounds_Heart sounds_heartbeat.wav	sound_recordings/122_121Music_Musical instrument_Plucked string instrument_Guitar_Electric guitar.wav	043H
735	vocal_imitations/00810_043Human sounds_Heart sounds_heartbeat.wav	sound_recordings/044_043Human sounds_Heart sounds_heartbeat.wav	sound_recordings/168_167Sounds of things_Alarm_Whistle_Kettle whistle.wav	043H
736	vocal_imitations/00811_043Human sounds_Heart sounds_heartbeat.wav	sound_recordings/044_043Human sounds_Heart sounds_heartbeat.wav	sound_recordings/185_184Sounds of things_Domestic sounds_home sounds_Keys jangling.wav	043H
737	vocal_imitations/00812_043Human sounds_Heart sounds_heartbeat.wav	sound_recordings/044_043Human sounds_Heart sounds_heartbeat.wav	sound_recordings/434_132-piano_playing-everyday.wav	043H
738	vocal_imitations/00813_043Human sounds_Heart sounds_heartbeat.wav	sound_recordings/044_043Human sounds_Heart sounds_heartbeat.wav	sound_recordings/264_263Sounds of things_Vehicle_Motor vehicle (road)_Emergency vehicle_Fire engine_fire truck (siren).wav	043H
739	vocal_imitations/00814_043Human sounds_Heart sounds_heartbeat.wav	sound_recordings/044_043Human sounds_Heart sounds_heartbeat.wav	sound_recordings/189_188Sounds of things_Domestic sounds_home sounds_Shuffling cards.wav	043H
740	vocal_imitations/00815_043Human sounds_Heart sounds_heartbeat.wav	sound_recordings/044_043Human sounds_Heart sounds_heartbeat.wav	sound_recordings/178_177Sounds of things_Domestic sounds_home sounds_Door_Slam.wav	043H
741	vocal_imitations/00816_043Human sounds_Heart sounds_heartbeat.wav	sound_recordings/044_043Human sounds_Heart sounds_heartbeat.wav	sound_recordings/107_106Music_Musical instrument_Percussion_Drum_Snare drum_Drum roll.wav	043H
742	vocal_imitations/00817_043Human sounds_Heart sounds_heartbeat.wav	sound_recordings/044_043Human sounds_Heart sounds_heartbeat.wav	sound_recordings/526_224-water_bubbling-everyday.wav	043H
743	vocal_imitations/00818_044Human sounds_Human group actions_Applause.wav	sound_recordings/045_044Human sounds_Human group actions_Applause.wav	sound_recordings/414_112-needle_strings-commercial_synthesizers.wav	044H
744	vocal_imitations/00819_044Human sounds_Human group actions_Applause.wav	sound_recordings/045_044Human sounds_Human group actions_Applause.wav	sound_recordings/198_197Sounds of things_Domestic sounds_home sounds_Writing.wav	044H
745	vocal_imitations/00820_044Human sounds_Human group actions_Applause.wav	sound_recordings/045_044Human sounds_Human group actions_Applause.wav	sound_recordings/529_227-water_pouring-everyday.wav	044H
746	vocal_imitations/00821_044Human sounds_Human group actions_Applause.wav	sound_recordings/045_044Human sounds_Human group actions_Applause.wav	sound_recordings/306_004-airplane_passing-everyday.wav	044H
747	vocal_imitations/00822_044Human sounds_Human group actions_Applause.wav	sound_recordings/045_044Human sounds_Human group actions_Applause.wav	sound_recordings/492_190-subsynth_499-single_synthesizer.wav	044H
748	vocal_imitations/00823_044Human sounds_Human group actions_Applause.wav	sound_recordings/045_044Human sounds_Human group actions_Applause.wav	sound_recordings/307_005-alien_discovery-commercial_synthesizers.wav	044H
749	vocal_imitations/00824_044Human sounds_Human group actions_Applause.wav	sound_recordings/045_044Human sounds_Human group actions_Applause.wav	sound_recordings/326_024-bullet_time-commercial_synthesizers.wav	044H
750	vocal_imitations/00825_044Human sounds_Human group actions_Applause.wav	sound_recordings/045_044Human sounds_Human group actions_Applause.wav	sound_recordings/508_206-toilet_flushing-everyday.wav	044H
751	vocal_imitations/00826_044Human sounds_Human group actions_Applause.wav	sound_recordings/045_044Human sounds_Human group actions_Applause.wav	sound_recordings/470_168-subsynth_2057-single_synthesizer.wav	044H
752	vocal_imitations/00827_044Human sounds_Human group actions_Applause.wav	sound_recordings/045_044Human sounds_Human group actions_Applause.wav	sound_recordings/190_189Sounds of things_Domestic sounds_home sounds_Sink (filling or washing).wav	044H
753	vocal_imitations/00828_044Human sounds_Human group actions_Applause.wav	sound_recordings/045_044Human sounds_Human group actions_Applause.wav	sound_recordings/478_176-subsynth_2214-single_synthesizer.wav	044H
754	vocal_imitations/00829_044Human sounds_Human group actions_Applause.wav	sound_recordings/045_044Human sounds_Human group actions_Applause.wav	sound_recordings/243_242Sounds of things_Tools_Filing (rasp).wav	044H
755	vocal_imitations/00830_044Human sounds_Human group actions_Applause.wav	sound_recordings/045_044Human sounds_Human group actions_Applause.wav	sound_recordings/523_221-violin_bowed-acoustic_instruments.wav	044H
756	vocal_imitations/00831_044Human sounds_Human group actions_Applause.wav	sound_recordings/045_044Human sounds_Human group actions_Applause.wav	sound_recordings/372_070-explosion_sounding-everyday.wav	044H
757	vocal_imitations/00832_044Human sounds_Human group actions_Applause.wav	sound_recordings/045_044Human sounds_Human group actions_Applause.wav	sound_recordings/197_196Sounds of things_Domestic sounds_home sounds_Water tap_faucet.wav	044H
758	vocal_imitations/00833_045Human sounds_Human group actions_Booing.wav	sound_recordings/046_045Human sounds_Human group actions_Booing.wav	sound_recordings/101_100Music_Musical instrument_Orchestra.wav	045H
759	vocal_imitations/00834_045Human sounds_Human group actions_Booing.wav	sound_recordings/046_045Human sounds_Human group actions_Booing.wav	sound_recordings/009_008Animal_Livestock_farm animals_working animals_Cattle_bovinae_Moo.wav	045H
760	vocal_imitations/00835_045Human sounds_Human group actions_Booing.wav	sound_recordings/046_045Human sounds_Human group actions_Booing.wav	sound_recordings/419_117-organ_playing-everyday.wav	045H
761	vocal_imitations/00836_045Human sounds_Human group actions_Booing.wav	sound_recordings/046_045Human sounds_Human group actions_Booing.wav	sound_recordings/258_257Sounds of things_Vehicle_Motor vehicle (road)_Car_Car passing by.wav	045H
762	vocal_imitations/00837_045Human sounds_Human group actions_Booing.wav	sound_recordings/046_045Human sounds_Human group actions_Booing.wav	sound_recordings/304_002-accordian_playing-everyday.wav	045H
763	vocal_imitations/00838_045Human sounds_Human group actions_Booing.wav	sound_recordings/046_045Human sounds_Human group actions_Booing.wav	sound_recordings/259_258Sounds of things_Vehicle_Motor vehicle (road)_Car_Power windows_electric windows.wav	045H
764	vocal_imitations/00839_045Human sounds_Human group actions_Booing.wav	sound_recordings/046_045Human sounds_Human group actions_Booing.wav	sound_recordings/508_206-toilet_flushing-everyday.wav	045H
765	vocal_imitations/00840_045Human sounds_Human group actions_Booing.wav	sound_recordings/046_045Human sounds_Human group actions_Booing.wav	sound_recordings/528_226-water_dripping-everyday.wav	045H
766	vocal_imitations/00841_045Human sounds_Human group actions_Booing.wav	sound_recordings/046_045Human sounds_Human group actions_Booing.wav	sound_recordings/161_160Sounds of things_Alarm_Telephone_Busy signal.wav	045H
767	vocal_imitations/00842_045Human sounds_Human group actions_Booing.wav	sound_recordings/046_045Human sounds_Human group actions_Booing.wav	sound_recordings/374_072-filter_bubble-commercial_synthesizers.wav	045H
768	vocal_imitations/00843_045Human sounds_Human group actions_Booing.wav	sound_recordings/046_045Human sounds_Human group actions_Booing.wav	sound_recordings/405_103-marble_on_a_journey-commercial_synthesizers.wav	045H
769	vocal_imitations/00844_045Human sounds_Human group actions_Booing.wav	sound_recordings/046_045Human sounds_Human group actions_Booing.wav	sound_recordings/539_237-woodblock-acoustic_instruments.wav	045H
770	vocal_imitations/00845_045Human sounds_Human group actions_Booing.wav	sound_recordings/046_045Human sounds_Human group actions_Booing.wav	sound_recordings/272_271Sounds of things_Vehicle_Non_motorized land vehicle_Bicycle_Bicycle bell.wav	045H
771	vocal_imitations/00846_045Human sounds_Human group actions_Booing.wav	sound_recordings/046_045Human sounds_Human group actions_Booing.wav	sound_recordings/325_023-breathing_cyborg-commercial_synthesizers.wav	045H
772	vocal_imitations/00847_045Human sounds_Human group actions_Booing.wav	sound_recordings/046_045Human sounds_Human group actions_Booing.wav	sound_recordings/411_109-mosquito_flying-everyday.wav	045H
773	vocal_imitations/00848_045Human sounds_Human group actions_Booing.wav	sound_recordings/046_045Human sounds_Human group actions_Booing.wav	sound_recordings/159_158Sounds of things_Alarm_Siren_Fire engine_fire truck (siren).wav	045H
774	vocal_imitations/00849_045Human sounds_Human group actions_Booing.wav	sound_recordings/046_045Human sounds_Human group actions_Booing.wav	sound_recordings/378_076-food_frying-everyday.wav	045H
775	vocal_imitations/00850_045Human sounds_Human group actions_Booing.wav	sound_recordings/046_045Human sounds_Human group actions_Booing.wav	sound_recordings/053_052Human sounds_Human voice_Groan.wav	045H
776	vocal_imitations/00851_045Human sounds_Human group actions_Booing.wav	sound_recordings/046_045Human sounds_Human group actions_Booing.wav	sound_recordings/191_190Sounds of things_Domestic sounds_home sounds_Toilet flush.wav	045H
777	vocal_imitations/00852_045Human sounds_Human group actions_Booing.wav	sound_recordings/046_045Human sounds_Human group actions_Booing.wav	sound_recordings/432_130-photon_blast-commercial_synthesizers.wav	045H
778	vocal_imitations/00853_046Human sounds_Human group actions_Cheering.wav	sound_recordings/047_046Human sounds_Human group actions_Cheering.wav	sound_recordings/491_189-subsynth_4768-single_synthesizer.wav	046H
779	vocal_imitations/00854_046Human sounds_Human group actions_Cheering.wav	sound_recordings/047_046Human sounds_Human group actions_Cheering.wav	sound_recordings/518_216-velcro_ripping-everyday.wav	046H
780	vocal_imitations/00855_046Human sounds_Human group actions_Cheering.wav	sound_recordings/047_046Human sounds_Human group actions_Cheering.wav	sound_recordings/512_210-trombone-acoustic_instruments.wav	046H
781	vocal_imitations/00856_046Human sounds_Human group actions_Cheering.wav	sound_recordings/047_046Human sounds_Human group actions_Cheering.wav	sound_recordings/413_111-narrow_timbre-commercial_synthesizers.wav	046H
782	vocal_imitations/00857_046Human sounds_Human group actions_Cheering.wav	sound_recordings/047_046Human sounds_Human group actions_Cheering.wav	sound_recordings/208_207Sounds of things_Explosion_Boom_Sonic boom.wav	046H
783	vocal_imitations/00858_046Human sounds_Human group actions_Cheering.wav	sound_recordings/047_046Human sounds_Human group actions_Cheering.wav	sound_recordings/338_036-chickens_clucking-everyday.wav	046H
784	vocal_imitations/00859_046Human sounds_Human group actions_Cheering.wav	sound_recordings/047_046Human sounds_Human group actions_Cheering.wav	sound_recordings/227_226Sounds of things_Liquid_Stir.wav	046H
785	vocal_imitations/00860_046Human sounds_Human group actions_Cheering.wav	sound_recordings/047_046Human sounds_Human group actions_Cheering.wav	sound_recordings/285_284Source_ambiguous sounds_Deformable shell_Tearing.wav	046H
786	vocal_imitations/00861_046Human sounds_Human group actions_Cheering.wav	sound_recordings/047_046Human sounds_Human group actions_Cheering.wav	sound_recordings/108_107Music_Musical instrument_Percussion_Drum_Snare drum_Rimshot.wav	046H
787	vocal_imitations/00862_046Human sounds_Human group actions_Cheering.wav	sound_recordings/047_046Human sounds_Human group actions_Cheering.wav	sound_recordings/493_191-subsynth_5297-single_synthesizer.wav	046H
788	vocal_imitations/00863_046Human sounds_Human group actions_Cheering.wav	sound_recordings/047_046Human sounds_Human group actions_Cheering.wav	sound_recordings/220_219Sounds of things_Liquid_Fill (with liquid).wav	046H
789	vocal_imitations/00864_046Human sounds_Human group actions_Cheering.wav	sound_recordings/047_046Human sounds_Human group actions_Cheering.wav	sound_recordings/231_230Sounds of things_Mechanisms_Clock_Tick.wav	046H
790	vocal_imitations/00865_046Human sounds_Human group actions_Cheering.wav	sound_recordings/047_046Human sounds_Human group actions_Cheering.wav	sound_recordings/014_013Animal_Livestock_farm animals_working animals_Fowl_Turkey_Gobble.wav	046H
791	vocal_imitations/00866_046Human sounds_Human group actions_Cheering.wav	sound_recordings/047_046Human sounds_Human group actions_Cheering.wav	sound_recordings/457_155-sparkle_motion-commercial_synthesizers.wav	046H
792	vocal_imitations/00867_046Human sounds_Human group actions_Cheering.wav	sound_recordings/047_046Human sounds_Human group actions_Cheering.wav	sound_recordings/224_223Sounds of things_Liquid_Splash_splatter_Slosh.wav	046H
